Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species
28-Dec-1959,1959.0,Boat,AUSTRALIA,New South Wales,"Leichardt, Sydney",Fishing,,,No injury to occupants,N,Late night,2.4 m  [8'] shark
26-Dec-1959,1959.0,Unprovoked,PAPUA NEW GUINEA,Rigo subdistrict,Kaparoka,Swimming underneath house on pilings,,13.0,"FATAL, right leg severed",Y,,
19-Dec-1959,1959.0,Unprovoked,AUSTRALIA,Queensland,"Off Wynnum in Moreton Bay, near Brisbane",Dived from dinghy to retrieve oar in heavy seas,Male,29.0,FATAL,Y,06h00,
19-Dec-1959,1959.0,Sea Disaster,PHILIPPINES,Masbate,Balud,ship M.V. Rizal sank during typhoon,Male,,"65 people survived, 27 perished. Several people were bitten & one man lost his leg to a shark.",Y,12h15,
11-Dec-1959,1959.0,Provoked,AUSTRALIA,Victoria,"Altona, Melbourne","Spearfishing, Smith  & Walker touched shark with tip of their guns",Male,,"Smith hit by tail of shark, Walker sustained cuts on his  wrist PROVOKED INCIDENT",N,,2.7 m [9']  shark
07-Dec-1959,1959.0,Invalid,AUSTRALIA,South Australia,Laura Bay,Spearfishing,Male,,"No injury, shark made threat display, one diver shot shark in jaw, then they killed shark with knives  ",,,Invalid
03-Dec-1959,1959.0,Boat,NEW ZEALAND,North Island,Moko Hinau ,Fishing for snapper,Male,,"No injury to occupant, shark sank dinghy",N,14h00,"Mako shark, 4.3 m [14']"
Dec-1959,1959.0,Sea Disaster,MALDIVE ISLANDS,400 miles southeast of Sri Lanka,,17 Maldivians adrift in open boat for 31 days,Female,3.0,FATAL,Y,,
29-Nov-1959,1959.0,Unprovoked,AUSTRALIA,Victoria,"Fairhaven Beach, Lorne",Body surfing,Male,19.0,"Thighs bitten, right hand lacerated",N,14h45,3.5 m [11.5'] shark
28-Nov-1959,1959.0,Unprovoked,AUSTRALIA,Queensland,"North Burleigh, near Brisbane",Standing in chest-deep water,Male,17.0,Right foot lacerated,N,07h30,"""a small shark"""
22-Nov-1959,1959.0,Unprovoked,AUSTRALIA,Queensland,"Surfer's Paradise, Northcliffe",Trailing the field in a surf race,Male,19.0,"Lower left leg bittten, hand abraded",N,11h00,3 m to 4.3 m [10' to 14'] shark
16-Nov-1959,1959.0,Invalid,USA,Louisiana,120 miles southeast of New Orleans,National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog,,,Body recovery efforts were hampered by large sharks but sharks did not cause the deaths. ,,01h32,Invalid
15-Nov-1959,1959.0,Boat,SOUTH AFRICA,Western Cape Province,"Swartklip, False Bay",Fishing for tunny,,,R. Roberts' leg was bruised when shark leapt into boat,N,,"Thresher shark, 3.7 m [12'] "
Reported 12-Nov-1959,1959.0,Provoked,AUSTRALIA,South Australia,Near Port Vincent,Shark fishing,,,"No injury to occupant, hull bitten PROVOKED INCIDENT",N,,6 m [20'] shark
10-Nov-1959,1959.0,Unprovoked,USA,California,"Near Paradise Cove, Malibu, Los Angeles County",Swimming at surface through school of feeding 2.5' to 5 sharks,Male,21.0,Forearm bitten,N,10h30 or 13h30,"Blue shark, 1.5 m [5'] "
09-Nov-1959,1959.0,Provoked,AUSTRALIA,Western Australia, Perth,"Spearfishing, shot shark, hauled it onto boat",Male,,"No injury. Diver shot shark, then shark tore legs of his rubber suit, water poured in & swept out to sea by strong rip current PROVOKED INCIDENT",N,,"Carpet shark, 1.5 m [5']"
01-Nov-1959,1959.0,Provoked,PAPUA NEW GUINEA,New Britain,"Rapindik Beach, Rabaul",Fishing,Male,,Both hands bitten while helping companion land speared shark PROVOKED INCIDENT,N,,
07-Oct-1959,1959.0,Unprovoked,MOZAMBIQUE,Maputo Province,"Xefina Island, Bay of Maputo",Swimming,Male,,"FATAL, died in Lourenco Marques Hospital",Y,,
05-Oct-1959,1959.0,Unprovoked,PAPUA NEW GUINEA,Madang,Taludig,,,,Thigh bitten,N,,
04-Oct-1959,1959.0,Unprovoked,USA,California,"Bodega Rock, Sonoma County",Diving for abalone,Male,30.0,"Ankle twisted, swim fin bitten",N,15h15,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks"
02-Oct-1959,1959.0,Unprovoked,FIJI,Lomaiviti Province,"Levuka, Ovalau Island",Dived overboard to retrieve dinghy,Male,,"FATAL, body not recovered",Y,,4.3 m [14'] shark
Oct-1959,1959.0,Unprovoked,FIJI,Kadavu,Great Astrolabe Reef,Spearfishing,Male,36.0,forearm abraded,N,12h00,"Tiger shark, 1.8 m [6']"
30-Sep-1959,1959.0,Unprovoked,PHILIPPINES,Leyte Island,Luang Dulag,Swimming ,Male,28.0,"No details, survived",N,,
27-Sep-1959,1959.0,Invalid,BERMUDA,Hamilton,Astwood's Cove,,Female,29.0,"Murdered, body scavenged by sharks",,,Shark involvement prior to death was not confirmed
26-Sep-1959,1959.0,Sea Disaster,USA,Florida,"Off Port Everglades, Broward County","Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",Male,30.0,"During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea.",N,17h00,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved"
26-Sep-1959,1959.0,Boat,USA,South Carolina,"Albergotti Creek, near Air Station boat docks, Beaufort",Gigging for flounder,,,,UNKNOWN,Midnight,"Said to involve white shark, but species identify questionable"
Between 10 and 12-Sep-1959,1959.0,Boat,USA,California,"Between False Klamath & mouth of Klamath River, Del Norte County",Pulling hooked salmon to boat,,,"No injury to occupant, shark struck stern of boat",N,15h30,"White shark, 3.5 m [11.5'], identified by W. I.  Follett on tooth fragments"
Reported 10-Sep-1959,1959.0,Unprovoked,INDIA,Orissa,Machhagan,,,,"5 fatalities, 30 injured",Y,,6' shark
02-Sep-1959,1959.0,Invalid,USA,New York,"Oak Beach, Fire Inlet",On inflatable raft,Male,,No injury,,,Questionable incident
Sep-1959,1959.0,Unprovoked,MEXICO,Guerrrero,Acapulco,,Female,,"FATAL, leg severed, other leg lacerated ",Y,,
Reported 31-Aug-1959,1959.0,Boat,AZORES,,Sao Miguel,Fishing,,,No injury to occupants; shark bit rudder,N,,"White shark, based on 2 teeth retrieved from rudder"
30-Aug-1959,1959.0,Invalid,AUSTRALIA,Tasmania,,Swimming,Male,,No injury,,,Invalid
25-Aug-1959,1959.0,Invalid,JAPAN,Hokkaido Prefecture,"Okushiri Island, Hiyama Subprefecture",,Male,14.0,Survived (no injury?),,,Questionable incident
20-Aug-1959,1959.0,Invalid,PHILIPPINES,North Palawan,Cabuli Island,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,Male,10.0,"Navy personnel reported that his body was ""mutilated by sharks"" but it is probable that death resulted from drowning",,04h00,Shark involvement prior to death was not confirmed
15-Aug-1959,1959.0,Invalid,USA,Florida,"Panama City, Bay County",Diving,Male,21.0,No injury,,,Invalid
15-Aug-1959,1959.0,Unprovoked,USA,Florida,"Panama City, Bay County",Spearfishing on Scuba,Male,26.0,"FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark  ",Y,,3.7 m [12'] shark
14-Aug-1959,1959.0,Provoked,USA,South Carolina,Charleston,Fishing,Male,,Laceration to forearm by boated shark PROVOKED INCIDENT,N,,5.5' shark
14-Aug-1959,1959.0,Sea Disaster,PHILIPPINES,Queaon,Between Unisan & Angadanan Islands,Fishing boat capsized ,,,"10 of the 15 people perished, bodies of some who drowned  were scavenged by sharks",Y,Afternoon,
13-Aug-1959,1959.0,Provoked,USA,California,"LaJolla, San Diego County","Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ides speargun & he shot it in the mouth",Male,32.0,"No injury, PROVOKED INCIDENT",N,,"Hammerhead shark, 9' "
12-Aug-1959,1959.0,Provoked,CROATIA,Istria,Pula,Fishing,Male,,Laceration to arm PROVOKED INCIDENT,N,,20 kg shark
11-Aug-1959,1959.0,Unprovoked,JAPAN,Wakayama Prefecture,"Isonoura Beach, Wakayama City ",Swimming,Male,,"FATAL, left thigh bitten",Y,14h30,"Blue shark, 3 m [10']"
10-Aug-1959,1959.0,Unprovoked,USA,Georgia,"Savannah Beach, Savannah, Chatham County",Standing,Female,15.0,"4"" cut on left foot ",N,18h00,
05-Aug-1959,1959.0,Invalid,USA,California,"Hermosa Beach, Los Angeles County",Wading,Male,,"No injury, no attack, the 10' shark merely circled him.",,,Invalid
21764,1959.0,Invalid,ITALY,Tuscany,"Cala del Corvo, Isola del Giglio",Scuba diving,Male,,Probable drowing. Shark involvement unconfirmed,,,Shark involvement prior to death was not confirmed
30-Jul-1959,1959.0,Provoked,USA,California,"In kelp beds off La Jolla, San Diego County",Pulling anchor,,,"No injury to occupants, shark charged boat after being shot twice with pistol and speared PROVOKED INCIDENT",N,16h00,"White shark, 3 m to 5 m [10' to 15'] "
28-Jul-1959,1959.0,Unprovoked,USA,California,"Alligator Head, La Jolla, San Diego County",Spearfishing (but on surface),Male,25.0,"14 punctures on right thigh, swim trunks torn",N,19h30,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description"
25-Jul-1959,1959.0,Unprovoked,JAPAN,Okayama Prefecture,Ushimado,,Male,22.0,"FATAL, right thigh bitten  ",Y,13h00,Blue shark?
25-Jul-1959,1959.0,Boat,USA,California,"Mission Beach, San Diego County",,,21.0,No injury to occupant,N,,"Hammerhead shark, 2.4 m [8'] "
23-Jul-1959,1959.0,Boat,USA,California,"Off La Jolla Cove, San Diego County",Fishing,,,"No injury to occupant, shark rammed boat",N,,"Hammerhead shark, 3 m [10'] "
23-Jul-1959,1959.0,Provoked,USA,California,"Venice Beach, Los Angeles County",Dragging stranded shark ashore,Male,,"Gietel grabbed the shark's tail, the shark lacerated his right ankle PROVOKED INCIDENT",N,,"Blue shark, 1.8 m [6'] "
03-Jul-1959,1959.0,Sea Disaster,CARIBBEAN SEA,PANAMA,"Off Cristobal, 200 miles northeast of the entrance to the Panama Canal",Columbian petrol barge Rio Atrato burned and sank,,27.0,"FATAL X 2, 8 others missing. Survivors fought off sharks & sharks seen biting 2 of the dead. The 39 survivors were rescued by the German freighter Essen",Y,,
02-Jul-1959,1959.0,Provoked,USA,Florida,"Delray Beach, Palm Beach County",Free diving,Male,13.0,Arm bitten when he grabbed sharks tail  PROVOKED INCIDENT,N,,"Nurse shark, 60 cm [24""], identified by Dr. L.P. L. Schultz on photograph"
Late Jul-1959,1959.0,Boat,NORTH ATLANTIC OCEAN,In the Gulf Stream ,Between Bimini & Miami,,,,"No injury to occupant, shark bit propeller as Wade was refueling",N,,"Oceanic whitetip shark,1.8 m [6'] "
Jul-1959,1959.0,Unprovoked,MEXICO,Quintana Roo,Chinchorro Banks,Wading,Male,,"FATAL, legs bitten ",Y,A.M.,
Reported 26-Jun-1959,1959.0,Unprovoked,TURKEY,Mersin Province,Off Mezitli,,Male,,Leg injured,N,,
14-Jun-1959,1959.0,Unprovoked,MEXICO,Guyamas,San Pedro Nolasco Island,Swimming ashore from capsized boat,Male,,FATAL,Y,,
14-Jun-1959,1959.0,Unprovoked,USA,California,"La Jolla, San Diego County",Free diving for abalone,Male,33.0,"FATAL, body not recovered",Y,17h10,"Reported to involve a White shark, 6 m to 7m [20' to 23'] "
13-Jun-1959,1959.0,Invalid,USA,California,"Dillon Beach, Marin County",Swimming ,,,"Disappeared after diving in deep hole, body not recovered, presumed taken by a shark ",,,Shark involvement prior to death was not confirmed
30-May-1959,1959.0,Provoked,SOUTH AFRICA,Eastern Cape Province,"Bird Island, Algoa Bay",Spearfishing,Male,23.0,"No injury, diver shot shark & it bit his speargun PROVOKED INCIDENT",N,,"White shark, 2.7 m [9'], 280-lb "
16-May-1959,1959.0,Unprovoked,USA,Florida,"Indian Rocks Beach, Clearwater, Pinellas County",,Female,37.0,Minor injuries,N,,1.2 m [4'] shark
07-May-1959,1959.0,Unprovoked,USA,California,"Baker Beach, San Francisco County",Treading water,Male,18.0,"FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest ",Y,17h30,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks"
03-May-1959,1959.0,Unprovoked,USA,Florida,"Panama City, Bay County",Spearfishing,Male,19.0,Lacerated hip & hands,N,10h00,"Tiger shark, 3.7 m [12']"
May-1959,1959.0,Unprovoked,MID ATLANTIC OCEAN,Between England & South Africa,,Jumped overboard to rescue a man,Male,,Leg bitten,N,,
27-Apr-1959,1959.0,Invalid,AUSTRALIA,New South Wales,Maroubra Bay,Spearfishing,Male,22.0,Thigh lacerated,,,Questionable incident
11-Apr-1959,1959.0,Unprovoked,AUSTRALIA,Torres Strait,"Coconut Island , 100 miles east of Thursday Island",Diving for pearl shell,Male,43.0,Left hand lacerated when he tried to ward off shark,N,,"Tiger shark, 1.8 m [6'] "
09-Apr-1959,1959.0,Unprovoked,USA,Hawaii,"Hilo, off Kaua'i",Fishing,Male,,Survived,N,,
09-Apr-1959,1959.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth ,Fishing,Male,,2 toes bitten off ,N,,
05-Apr-1959,1959.0,Unprovoked,AUSTRALIA,New South Wales,Thirroul,Spearfishing,Male,,Swim fin bitten,N,,
29-Mar-1959,1959.0,Unprovoked,USA,Florida,"Vaca Cut Channel & bridge under Marathon, Monroe County",Swimming,Male,13.0,"Bumped, then knee bitten",N,14h30,
08-Mar-1959,1959.0,Unprovoked,PHILIPPINES,Mindanao,"Mouth of Langoyan River, Davao City",Lifeboat capsized,Male,20.0,"FATAL, body not recovered",Y,,
Mar-1959,1959.0,Boat,USA,Florida,Miami,"On boat, preparing to dive",Male,,Boat followed shark; shark holed boat,N,,Tiger shark 4.3 m [14'] 
28-Feb-1959,1959.0,Boat,AUSTRALIA,Victoria,Port Phillip Bay,Fishing for snapper,Male,,"No injury to occupants. Shark leapt into boat, momentarily pinning Crew against the side",N,,"Mako shark, 2.4 m [8'], <300-lb, identified by Dr. L.P. L. Schultz on photograph"
27-Feb-1959,1959.0,Unprovoked,VENEZUELA,Nueva Esparta,Margarita Island,Fell into water while attempting to boat a swordfish,Male,,Left arm bitten,N,,
16-Feb-1959,1959.0,Provoked,PAPUA NEW GUINEA, Kikori River mouth,"Ururumba, mouth of Kikori River 7.45S, 144.40E",Fishing,Male,,Arm bitten by shark that he thought was dead PROVOKED INCIDENT,N,,3.7 m [12'] shark
02-Feb-1959 Reported,1959.0,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,"Trenchs Beach, Guadalcanal Island",Bathing with sister,Male,15.0,"FATAL, body not recovered",Y,17h00,
01-Feb-1959,1959.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Port Shepstone,Treading water,Male,14.0,Leg severed below knee,N,14h45,1.8 to 2.1 m [6' to 7'] shark
31-Jan-1959,1959.0,Unprovoked,AUSTRALIA,Western Australia,South Perth,Working prawn net,Male,20.0,Sharks tail grazed his shin,N,Night,"Grey nurse shark, 1.8 m [6']"
27-Jan-1959,1959.0,Unprovoked,ECUADOR,Galapagos Islands,Crewing on  the tuna clipper Mary Barbara,Washed overboard into school of fish,Male,57.0,Right leg & left foot lacerated,N,,Bitten by several 1.8 m [6'] sharks
25-Jan-1959,1959.0,Unprovoked,AUSTRALIA,Tasmania,"Whale Bay, King Island, Bass Strait",Swimming with motor tube,Male,16.0,Thigh bitten,N,,
17-Jan-1959,1959.0,Unprovoked,AUSTRALIA,Tasmania,Safety Cove,In deep water about 100 yards from his ship,Male,22.0,FATAL,Y,16h30,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] 
17-Jan-1959,1959.0,Unprovoked,AUSTRALIA,Queensland,Alexandra Headland near Mooloolaba,"Surfing, but treading water",Male,17.0,Right foot & toe bitten,N,09h30,1.8 m [6'] shark
15-Jan-1959,1959.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Melkbaai,Swimming,Male,18.0,Thigh & both wrists lacerated,N,16h15,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness"
12-Jan-1959,1959.0,Unprovoked,NEW GUINEA,Milne Bay Province,"Uga, Banaira, Milne Bay",Dragging banana seeds through the shallows,Male,,Left calf & right thigh bitten,N,,1.4 m [4.5'] shark
02-Jan-1959,1959.0,Unprovoked,MOZAMBIQUE,Maputo Province,Off Inhaca Island,Swimming ashore from fishing boat swamped and sunk by a squall,Male,,"Suttie's lower abdomen was bitten, Murray disappeared (presumed drowned)",Y,08h00,
Jan-1959,1959.0,Unprovoked,AUSTRALIA,Tasmania,Badger Head,Spearfishing / free diving,Male,,Abrasion,N,,1.5 m [5'] shark
Summer of 1959,1959.0,Unprovoked,SOUTH KOREA,South Chungcheong Province,"36º17'N,  126º31'E",Swimming,Male,,FATAL,Y,,White shark?
Jul- to Sep-1959,1959.0,Unprovoked,INDIA,Orissa,Mouth of Devi River at Machgaon,,,,"5 people killed by sharks, 30 others injured",Y,,1.5 m to 1.8 m [5' to 6'] sharks
1959,1959.0,Provoked,ATLANTIC OCEAN,,,Paddling & sailing from Buenos Aires to Miami,Male,,Hooked shark bit his arm PROVOKED INCIDENT,N,,"Tiger shark, 12' ?"
1959,1959.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Poi, Kombe Talasea",Spear fishing,Male,,Minor injuries,N,,
1959,1959.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Kalapiai, Kombe",Fishing,Male,,Minor injuries,N,,
1959,1959.0,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Enuk Island, Kavieng",,Male,,"FATAL, abdomen & leg bitten ",Y,,
1959,1959.0,Provoked,PAPUA NEW GUINEA,Morobe Province,,Fishing,Male,,Penis bitten while trying to drag speared shark to beach PROVOKED INCIDENT,N,,
28-Dec-1958,1958.0,Boat,TURKEY,Ahirkapi coast,Constantinople,Fishing,,,Boat damaged,,,White shark
27-Dec-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,Taludig,,,,Hip bitten,N,,
23-Dec-1958,1958.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",Swimming,Male,14.0,FATAL,Y,,
13-Dec-1958,1958.0,Unprovoked,USA,Hawaii,"Near Twin Islands off Lanikai, O'ahu (east coast)",Surfing on air mattress,Male,15.0,"FATAL, leg severed  ",Y,13h00,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] "
12-Dec-1958,1958.0,Unprovoked,AMERICAN SAMOA,Tutuila Island,Van Camp wharf,Cleaning hull of ship ,Male,22.0,"FATAL, left thigh & hip bitten  ",Y,11h00,Tiger shark
23-Nov-1958,1958.0,Unprovoked,AUSTRALIA,Queensland,Surfer's Paradise,Swimming,Male,21.0,FATAL,Y,15h15,12' shark
14-Nov-1958,1958.0,Invalid,SOUTH AFRICA,Western Cape Province,False Bay,Fishing,Male,,"No injury, shark leapt at him",,,Questionable incident
Reported 07-Nov-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","M'Buke, south of Manus Island",Spearfishing,Male,,"FATAL, left arm & leg severed  ",Y,,
05-Nov-1958,1958.0,Boat,USA,California,"Pacific Beach, San Diego County",Fishing,,,"No injury to occupant, shark chasing barracuda tied to the stern rammed skiff & slashed the motor",N,,White shark
12-Oct-1958,1958.0,Unprovoked,USA,California,"Coronado Strand, San Diego County",Swimming near jetty,Male,15.0,"Left arm, hips & leg lacerated",N,,
05-Oct-1958,1958.0,Unprovoked,USA,Florida,"Baker's Haulover, Miami Beach",,Male,60.0,No injury,N,,
Oct-1958,1958.0,Provoked,MEXICO,Guerrrero,Acapulco,Slapped shark on tail as it swam by,Male,,Shark turned & severed his leg PROVOKED INCIDENT,N,,
Oct-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"East Nakanai, Talasea",Collecting shells,Male,26.0,Leg & foot injured,N,,
13-Sep-1958,1958.0,Unprovoked,ANDAMAN / NICOBAR ISLANDAS,,,"""Climbing up to ship after repairing the stern in water""",Male,32.0,"FATAL, leg bitten ",Y,14h00,Blue shark
06-Sep-1958,1958.0,Unprovoked,BAHAMAS,Cat Cay,off yacht Serenade,Fishing,Male,42.0,Right forearm lacerated,N,Morning,200-lb shark
01-Sep-1958,1958.0,Provoked,USA,New York,Staten Island,Spearfishing,Male,20.0,Bitten by harpooned shark PROVOKED INCIDENT,N,,
31-Aug-1958,1958.0,Boat,MEXICO,Baja California,Ensenada,Boat stopped to repair electric pump,,,Shark tried to bite prop twice,N,07h15,"Hammerhead shark, 5.2 m [17'] "
01-Aug-1958,1958.0,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Mo?eni?ka Draga,Swimming,Female,,Leg injured,N,18h00,3 m shark
  Reported 31-Jul-1958,1958.0,Unprovoked,MEXICO,Guerrero,"Caleta Beach, Acapulco",Swimming,Female,,FATAL,Y,,
27-Jul-1958,1958.0,Unprovoked,USA,Florida,"9 miles north of Turtle Beach, Siesta Key, Sarasota County","Swimming, ducking for shells in water 0.9 m deep",Male,12.0,3 lacerations on leg,N,16h10,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] "
